count,sum_leg,reflex,on_reflex_,traj_error
122,[ 4. 26. 60.  6. 10.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  1.  0. -4.  3. -2.  8. -7.  0.  0.  1. -1. -2.  1. -1. -1.  0.]
123,[ 4. 27. 64.  6. 10.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  1.  0. -4.  4. -2.  8. -7.  0.  1.  0. -1. -3.  1.  0. -1.  0.]
124,[ 4. 30. 65.  0. 14.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  1.  0. -4.  4. -2.  8. -8.  0.  1.  2. -1. -4.  1.  0.  0.  1.]
125,[ 8. 31. 67.  0. 21.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -2.  0.  0. -4.  3. -2.  9. -8.  0.  1.  1.  0. -2.  2.  0.  0. -1.]
126,[ 5. 30. 71.  0. 16.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1. -1.  1.  0. -3.  4. -2. 10. -8.  0.  1.  1. -1. -3.  2.  0.  1.  0.]
127,[ 5. 30. 74.  4. 18.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1. -1.  1.  1. -3.  3. -2. 10. -7.  0.  0.  0.  0. -3.  3.  0. -1.  0.]
128,[ 5. 28. 76.  0. 20.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  1.  0. -2.  3. -2. 11. -7.  1.  0.  0.  0. -2.  4.  0. -1.  0.]
129,[ 0. 25. 78.  0. 21.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  1.  1. -2.  3. -2. 11. -8.  1.  0.  0.  0. -2.  3.  0. -1.  0.]
130,[ 4. 23. 80.  0. 22.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1. -1.  1. -1. -2.  2. -2. 11. -7.  0.  0. -1.  0. -2.  3.  1. -1.  0.]
131,[ 4. 20. 80.  0. 22.  4.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  2.  0. -1.  2. -2. 11. -7.  0.  0.  0. -1. -3.  2. -1.  0.  0.]
132,[ 5. 17. 81.  0. 21.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1. -1.  4.  0. -1.  1. -1. 11. -8. -1.  0. -1. -1. -2.  2. -1.  0.  1.]
133,[12. 14. 81.  0. 19.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1. -1.  3.  0. -2.  1. -1. 11. -8.  0.  1.  1. -1. -3.  2.  0.  0.  0.]
134,[14. 12. 80.  0. 19.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  3.  1. -2.  0. -2. 11. -8.  0.  0.  0. -1. -2.  1.  0.  1.  0.]
135,[16.  6. 81.  0. 21.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  2.  0. -1.  0. -2. 10. -8.  0.  1.  0.  0. -1. -1.  0.  1. -1.]
136,[16.  6. 81.  0.  8.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  1.  0. -2.  0. -2. 11. -8.  0.  1.  0. -1. -1. -1.  0.  1. -1.]
137,[13.  7. 82.  0.  7.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -2.  1.  0. -1.  0. -1. 11. -8.  0.  0.  0.  0. -2. -1.  0.  1. -1.]
138,[12.  6. 82.  0.  6.  4.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -2.  1.  0. -1. -1. -2. 10. -8. -1.  1.  0. -1. -1. -2.  0.  1. -1.]
139,[11.  5. 81.  0. 10.  8.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -2.  1.  0. -2. -2. -1. 11. -8. -1.  2. -1. -1. -2. -2.  0.  1. -2.]
140,[11.  6. 81.  0. 12.  9.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -3.  1. -1. -1. -3. -1. 10. -8. -1.  3.  0. -1. -1. -2.  0.  1. -2.]
141,[13.  5. 79.  0. 13. 10.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-2. -5.  1. -1. -2. -2. -1. 10. -7.  0.  4. -1. -2. -2. -3.  0.  1. -3.]
142,[16. 14. 77. 10. 20. 12.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-2. -5.  3. -2. -2. -2.  0.  9. -7.  0.  3.  0. -3. -1. -3.  0.  1. -3.]
143,[21. 16. 70. 12. 23. 14.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-2. -6.  3. -1. -2. -2. -1.  9. -7. -1.  2.  0. -3. -2. -4.  0.  1. -4.]
144,[34. 21. 67. 12. 27. 16.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -4.  5. -2. -3. -2. -1.  8. -7. -1.  0.  0. -3. -2. -3.  0.  2. -4.]
145,[39. 23. 64.  0. 31. 19.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -4.  5. -2. -3. -1. -1.  9. -8.  0.  0.  0. -3. -1. -3.  0.  2. -5.]
146,[35. 24. 64.  0. 31. 22.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -3.  7. -2. -3. -1. -1.  8. -7.  0.  1. -1. -2. -1. -3.  0.  2. -5.]
147,[37. 24. 67.  0. 30. 25.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -5.  8. -2. -4. -1. -1.  9. -7.  1.  1.  0. -2. -2. -2. -1.  2. -6.]
148,[41. 26. 67.  0. 27. 28.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -4.  8. -1. -4. -1. -1.  8. -7.  1.  0. -1.  0. -3. -2. -2.  2. -7.]
149,[44. 25. 67.  0. 17. 31.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -4.  9. -1. -5.  0. -1.  8. -7.  2.  0. -1.  0. -2. -3. -3.  2. -7.]
150,[48. 22. 65.  0. 18. 33.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -4. 10. -1. -3.  0. -1.  8. -7.  1.  0.  0.  1. -1. -3. -3.  2. -7.]
151,[52. 21. 65.  5. 18. 44.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -4. 11. -1. -4.  0. -1.  8. -8.  1.  0. -1.  2. -1. -3. -5.  2. -7.]
152,[54. 20. 65.  5. 18. 49.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -5. 12. -1. -4.  0. -2.  8. -8.  1.  0.  0.  1. -1. -3. -4.  2. -8.]
153,[63. 20. 67.  5. 17. 52.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -3.  8.  0. -3.  0. -2.  8. -8.  0.  0. -1.  1. -1. -3. -5.  2. -7.]
154,[61. 14. 69.  0. 21. 54.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -2.  4.  0. -4.  0. -2.  8. -7.  0.  0. -1.  1. -1. -2. -4.  2. -7.]
155,[49. 15. 70.  0. 20. 55.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1. -2.  4.  0. -3.  1. -2.  9. -7.  0.  0.  0.  1. -1. -2. -2.  2. -7.]
156,[40. 14. 71.  0. 18. 52.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  7.  0. -4.  0. -2.  8. -7.  0.  0.  0.  1. -1. -1. -1.  2. -7.]
157,[31. 14. 70.  0. 16. 48.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  1.  5.  1. -3. -1. -2.  8. -8.  0.  0. -1.  1. -1. -2.  1.  2. -7.]
158,[20. 14. 70.  0. 15. 36.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1.  1.  4.  1. -3. -1. -2.  9. -8.  0.  0.  0.  1. -1. -1.  3.  2. -7.]
159,[20. 13. 72.  0. 14. 36.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1.  3.  4.  1. -3. -1. -2.  8. -8. -1.  0. -1.  2. -1. -1.  2.  2. -7.]
160,[20. 13. 72.  0. 14. 36.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  2.  2.  1. -3. -1. -1.  8. -8.  0.  1. -1.  1. -2. -2.  3.  2. -7.]
161,[22. 20. 72.  0. 16. 45.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  3.  2.  1. -3.  0. -1.  8. -7. -2.  0. -1.  1. -2. -1.  3.  2. -7.]
162,[21. 16. 70.  0. 16. 47.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  2.  1.  1. -3.  0.  0.  7. -8. -1.  1.  0.  0. -3. -1.  3.  2. -7.]
163,[19. 16. 62.  0. 13. 47.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  2.  2.  1. -3. -1.  0.  7. -7. -1.  0.  0.  0. -2.  0.  3.  2. -7.]
164,[16. 16. 60.  0.  9. 48.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  1.  1.  2. -2.  0. -1.  7. -8. -1.  0. -1.  1. -2. -1.  3.  2. -6.]
165,[14. 16. 59.  5.  9. 47.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -1.  3.  1. -2.  0.  1.  7. -7.  0.  0.  1. -1. -3.  0.  2.  2. -8.]
166,[ 7. 15. 58.  0. 10. 47.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  3.  2. -2.  0.  1.  7. -7.  0.  0.  1.  1. -3.  1.  3.  2. -7.]
167,[ 9. 15. 57.  0. 10. 47.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1.  0.  0.  1. -2.  1.  0.  7. -7.  0.  0.  0.  1. -3.  0.  2.  2. -8.]
168,[ 0. 14. 57.  0. 11. 47.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  1.  1.  1. -1.  1.  0.  7. -8.  0.  0.  1.  0. -4.  1.  3.  2. -7.]
169,[ 0. 12. 57.  0. 13. 48.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  2. -2.  0.  0.  7. -8.  0. -1.  0.  1. -1.  0.  3.  2. -7.]
170,[ 0. 13. 58.  0. 11. 48.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  1.  1.  2. -2.  0.  0.  7. -6. -1.  0.  0.  0.  0.  0.  2.  2. -7.]
171,[ 0. 13. 57.  0.  0. 47.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  1. -1. -1.  0.  1.  7. -7.  0. -2.  1.  0.  0.  1.  2.  2. -7.]
172,[ 0.  6. 57.  0.  0. 46.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1.  0.  1.  1. -1.  1.  0.  7. -8.  0.  0.  0.  0.  0.  1.  2.  2. -7.]
173,[ 0.  6. 57.  0.  0. 45.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1. -1.  0. -1.  7. -8.  1.  0.  1.  0.  0.  0.  2.  3. -7.]
174,[ 0.  5. 57.  0.  0. 45.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-2.  0.  0.  1. -1. -1.  0.  7. -8.  0.  0.  0.  1.  0.  0.  2.  2. -7.]
175,[ 0.  4. 59.  0.  0. 45.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1. -1.  0.  0.  7. -8.  0.  0.  0.  1.  1.  0.  2.  2. -7.]
176,[ 0.  8. 60.  0.  0. 45.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  0.  0.  0.  7. -8.  0.  0.  0.  1.  1. -1.  3.  2. -6.]
177,[ 0.  0. 60.  0.  0. 45.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -1.  1. -1.  1. -1.  1.  7. -8.  1. -1.  1. -1. -1.  1.  0.  2. -6.]
178,[ 0.  0. 60.  0.  0. 34.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  0.  1.  0.  0.  7. -8.  0.  0.  0. -1.  0.  0.  1.  2. -5.]
179,[ 0.  0. 60.  0.  0. 32.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1.  0.  0.  0.  0.  0.  0.  7. -8.  0.  0.  0. -1.  0.  0.  1.  2. -5.]
180,[ 0.  0. 60.  0.  0. 30.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  1.  0.  0.  7. -9.  1. -1.  0.  0.  1.  0.  2.  2. -4.]
181,[ 0.  0. 61.  0.  0. 28.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  2.  1.  0.  0.  8. -8.  1. -1.  0. -1.  1.  0.  2.  2. -5.]
182,[ 0.  0. 62.  0.  0. 33.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1.  0. -1.  1.  0.  0. -1.  8. -8.  0.  0.  1.  0.  1.  0.  1.  2. -5.]
183,[ 0.  0. 63.  0.  0. 33.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -1.  1. -2.  1.  0.  2.  7. -8.  3. -1.  0. -2. -1.  1.  0.  2. -6.]
184,[ 0.  0. 63.  0.  0. 28.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  0.  0.  1.  0.  1.  7. -9.  0. -1.  0. -1.  0.  0.  1.  2. -6.]
185,[ 0.  0. 63.  0.  0. 30.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1. -1.  0.  0.  1.  0.  1.  7. -8.  0. -1.  1. -1.  0. -1.  1.  2. -6.]
186,[ 0.  0. 62.  0.  0. 31.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0. -1.  0.  0.  0.  0.  7. -8.  1.  0.  1.  0.  0.  0.  1.  2. -6.]
187,[ 0.  0. 61.  0.  0. 32.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  1.  0.  1.  7. -8.  0.  0.  0.  0.  0.  0.  1.  2. -6.]
188,[ 0.  0. 61.  0.  0. 36.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  1. -1.  0.  7. -8.  0.  0.  0. -1.  1.  1.  1.  2. -6.]
189,[ 0.  0. 60.  0.  0. 36.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  1. -1.  0.  7. -7.  1. -1.  0.  0.  0.  0.  1.  2. -6.]
190,[ 0.  0. 59.  0.  0. 36.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  1. -2.  0.  7. -7.  0. -1.  0. -1.  0.  0.  1.  2. -6.]
191,[ 0.  4. 58.  0.  0. 36.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  1. -1.  0.  7. -7.  0.  0.  0.  0.  0.  0.  1.  2. -5.]
192,[ 0.  9. 57.  0.  0. 35.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  1.  1. -1.  0.  7. -7. -1.  0.  0.  1.  0.  0.  2.  2. -5.]
193,[ 0.  9. 56.  0.  0. 35.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  0. -1. -1.  7. -7.  1.  0.  0.  1.  0.  0.  2.  2. -5.]
194,[ 0.  5. 56.  0.  0. 35.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  1. -1.  0.  7. -6.  0.  0.  0.  1.  1.  0.  2.  2. -5.]
195,[ 0.  4. 55.  0.  0. 35.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  0.  1. -1.  0.  7. -6. -1.  0.  1.  0.  0.  0.  1.  2. -5.]
196,[ 0.  4. 54.  0.  0. 35.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0. -1.  0.  1.  0. -1. -1.  7. -7. -1.  0. -1.  1.  0.  0.  1.  2. -5.]
197,[ 0.  4. 54.  0.  0. 34.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  1. -1. -1.  7. -7.  0.  0.  0.  0.  0.  0.  2.  2. -4.]
198,[ 0.  4. 54.  0.  0. 33.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  1. -2. -1.  7. -7. -1.  0. -1.  0.  0. -1.  2.  2. -5.]
199,[ 0.  5. 55.  0.  0. 33.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  1. -1. -1.  7. -7.  0.  0.  0.  0.  0. -1.  2.  1. -4.]
200,[ 0.  9. 60.  0.  0. 32.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  1. -1.  0.  7. -6. -1.  0. -1.  1.  0.  0.  2.  2. -4.]
201,[ 0. 13. 55.  0.  0. 32.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[-1.  0.  0.  0.  1. -1.  1.  7. -6.  1.  0.  0. -1.  0.  0. -1.  1. -4.]
202,[ 0.  9. 54.  0.  0. 23.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  0.  1. -2.  0.  7. -6.  1.  0.  1.  0.  0.  0.  1.  1. -4.]
203,[ 0.  9. 53.  0.  0. 21.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0. -1.  0.  0. -1.  0.  7. -6.  0.  0.  0.  0.  0.  0.  1.  1. -3.]
204,[ 0.  5. 52.  0.  0. 20.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  0.  1.  0.  0.  7. -5.  0.  0.  0.  0.  0.  0.  1.  1. -3.]
205,[ 0.  0. 51.  0.  0. 18.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  0. -1.  0.  7. -5.  0.  1.  0.  1.  1.  0.  1.  1. -3.]
206,[ 0.  0. 50.  0.  0. 21.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  0.  1.  0.  0.  7. -5.  0.  1.  0.  0.  0.  0.  2.  2. -3.]
207,[ 0.  0. 49.  0.  0. 22.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  1. -1.  0.  7. -5.  0.  0.  0.  0.  0.  0.  1.  2. -3.]
208,[ 0.  0. 48.  0.  0. 23.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  1. -1.  0.  7. -5.  0.  0.  0.  0.  0.  0.  2.  1. -3.]
209,[ 0.  0. 48.  0.  0. 24.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  1. -1. -1.  7. -5.  0.  0.  0.  1.  0. -1.  1.  1. -1.]
210,[ 0.  4. 48.  0.  0. 22.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  0. -1.  2.  0. -1. -1.  7. -5. -1.  0. -1.  2.  1. -1.  3.  1. -1.]
211,[ 0.  4. 48.  0.  0. 20.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0. -1.  1.  0.  0. -1.  7. -5. -1.  1.  0.  0.  0.  0.  3.  1. -1.]
212,[ 0.  0. 48.  0.  0. 19.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  1. -1.  2.  0.  0.  0.  7. -5. -1.  1.  0.  1.  1.  0.  2.  2. -1.]
213,[ 0.  0. 48.  0.  0. 18.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  2.  0. -1. -2.  7. -5. -1.  0. -1.  2.  1.  0.  2.  2. -1.]
214,[ 5.  7. 48.  4.  0. 20.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1. -1.  0.  2.  1. -1. -1.  7. -5. -2.  0.  0.  1.  1. -1.  3.  2. -1.]
215,[ 4.  7. 48.  5.  0. 21.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0. -1.  0.  7. -5. -2.  0.  0.  2.  0.  0.  2.  0.  0.]
216,[ 4.  7. 48.  6.  6.  9.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  1. -1.  1.  0. -1. -1.  7. -4. -1.  0. -1.  1.  1.  0.  2.  0. -1.]
217,[ 5. 10. 47.  6.  6.  9.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0.  0. -1.  7. -5.  0.  0.  0.  1.  1.  0.  1.  0.  0.]
218,[ 5.  5. 47.  0.  5.  8.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  1.  0. -1.  7. -4. -1.  0. -1.  1.  0. -1.  2. -1. -1.]
219,[ 5.  4. 46.  0.  5.  7.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  1. -1.  0.  0.  0. -1.  7. -5. -2.  1.  0.  1.  0.  0.  1. -1.  0.]
220,[ 5.  0. 50.  0.  4.  6.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0.  0. -1.  7. -4.  0.  0.  0.  1.  1.  0.  1. -2. -1.]
221,[ 4.  0. 50.  0.  4.  5.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0.  0. -1.  7. -4. -1.  0.  0.  1.  0.  0.  2. -2. -1.]
222,[ 4.  0. 49.  0.  4. 12.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  1. -1.  0.  7. -4. -1.  1. -1.  0.  0. -1.  2. -2. -1.]
223,[ 4.  0. 45.  0.  0. 13.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0.  0.  0.  7. -4. -1.  0.  0.  1.  1. -1.  2. -1.  0.]
224,[ 4.  4. 44.  0.  0. 14.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0.  0.  0.  7. -4. -1.  0.  0.  1.  0.  0.  2. -2.  0.]
225,[ 4.  4. 44.  4.  0. 15.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  0.  0.  0.  0.  7. -4.  0.  1.  0.  0.  0. -1.  2. -1.  0.]
226,[ 4.  0. 44.  0.  0. 14.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  1.  0.  1.  0.  0.  0.  7. -5. -1. -1.  0.  1.  0.  0.  1. -1.  0.]
227,[ 4.  0. 45.  0.  0. 12.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0.  0.  0.  7. -5. -1.  0.  0.  0.  1. -1.  2. -1.  0.]
228,[ 4.  0. 46.  0.  0. 12.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  0.  0.  0.  7. -5. -1.  0. -1.  1.  1. -1.  1. -1.  0.]
229,[ 0.  0. 47.  0.  0. 10.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  1.  0. -1.  0.  7. -5. -1.  0.  0.  0.  1.  0.  2. -2. -1.]
230,[ 0.  4. 48.  4.  0. 11.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  1.  0.  0.  0.  7. -4. -1.  0.  0.  1.  1.  0.  2.  0.  0.]
231,[ 0.  4. 47.  4.  4.  7.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0. -1.  1.  1. -1. -1.  7. -4.  0.  0.  0.  1.  1. -1.  2. -1. -1.]
232,[ 0.  4. 46.  0.  4.  7.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  1.  1.  0. -1.  7. -5.  0. -1.  0.  1.  0.  0.  2. -2.  0.]
233,[ 0.  4. 46.  0.  0.  8.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  0.  0.  0.  0.  0.  7. -5. -1.  0.  0.  1.  0.  0.  1.  0. -1.]
234,[ 0.  0. 46.  0.  4.  7.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0.  0.  0.  7. -4.  0.  0.  0.  1.  1.  0.  1. -1.  0.]
235,[ 0.  0. 46.  0.  4.  6.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0. -1.  1.  0.  0.  0.  7. -5. -1.  0.  0.  2.  1. -1.  1.  0. -1.]
236,[ 0.  0. 47.  0.  5.  5.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  0.  1.  0.  1.  7. -5. -1.  0.  0.  2.  0. -1.  2. -1. -1.]
237,[ 0.  0. 47.  0.  6.  5.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0. -1.  0.  7. -4. -1.  1.  0.  1.  0. -1.  2. -1. -1.]
238,[ 4.  0. 46.  0.  6.  6.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  0.  0.  1.  0. -1. -1.  7. -4. -1. -1.  0.  1.  1.  0.  2. -2.  0.]
239,[ 4.  0. 46.  4.  6.  7.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 0.  0.  1.  1.  0. -2.  0.  7. -5. -1.  0.  0.  1.  1.  0.  1. -1.  0.]
